Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Actual_Units,EU_Sales_Actual_Units,JP_Sales_Actual_Units,Other_Sales_Actual_Units,Global_Sales_Actual_Units,Critic_Score,Critic_Count,User_Score,User_Count,Average_Score,Developer,Developer_Copied,Rating
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,"80,000","70,000",0,"20,000","170,000",40,11,4.2,5,40.6,Artech Studios,Artech Studios,T
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,"80,000","60,000",0,"20,000","160,000",42,31,4.1,17,41.6,Game Republic,Game Republic,T
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.01,0.16,"120,000","30,000",0,"10,000","160,000",70,26,6.4,31,66.7,Gaijin Entertainment,Gaijin Entertainment,T
Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0,0.02,0.16,"110,000","30,000",0,"20,000","160,000",61,23,5.2,5,59.4,EA Bright Light,EA Bright Light,E
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16,"100,000","50,000",0,"10,000","160,000",61,34,5.3,7,59.6,Ubisoft Montreal,Ubisoft Montreal,T
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,"50,000","10,000","80,000","10,000","160,000",70,22,,,70.0,Game Republic,Game Republic,T
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.03,0.16,0,"130,000",0,"30,000","160,000",55,23,5.5,267,55.0,City Interactive,City Interactive,M
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,"70,000","20,000","60,000","10,000","160,000",59,38,7.3,23,64.3,Koei,Koei,M
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.11,0,0.03,0.01,0.15,"110,000",0,"30,000","10,000","150,000",80,8,8,13,80.0,Neverland,Neverland,E10+
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.11,0.03,0,0.02,0.15,"110,000","30,000",0,"20,000","150,000",,,6.2,6,62.0,Ubisoft,Ubisoft,E10+
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0,0.01,0.15,"120,000","20,000",0,"10,000","150,000",55,10,6.3,6,58.0,THQ,THQ,E10+
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.15,"140,000","10,000",0,"10,000","150,000",57,7,6.3,6,59.8,Ubisoft Casablanca,Ubisoft Casablanca,E10+
Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15,"70,000","60,000",0,"20,000","150,000",83,18,7.8,603,78.1,Vigil Games,Vigil Games,M
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,"70,000","50,000",0,"20,000","150,000",43,5,4.2,6,42.5,THQ Australia,THQ Australia,E10+
High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15,"130,000",0,0,"10,000","150,000",66,14,8.1,23,75.3,SCEA,SCEA,E10+
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,"90,000",0,"40,000","10,000","150,000",80,25,8.3,57,82.1,Falcom,Falcom,T
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15,"110,000","20,000",0,"10,000","150,000",62,10,,,62.0,Now Production,Now Production,E10+
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0,0.04,0.01,0.14,"90,000",0,"40,000","10,000","140,000",56,6,7.2,36,69.7,"Idea Factory, Compile Heart","Idea Factory, Compile Heart",T
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14,"120,000","20,000",0,"10,000","140,000",50,32,,,50.0,Konami,Konami,E
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.01,0.14,"130,000",0,0,"10,000","140,000",36,10,0.5,4,27.1,Seven45 Studios,Seven45 Studios,T
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,"60,000","30,000","30,000","10,000","140,000",55,34,6.2,33,58.4,Omega Force,Omega Force,T
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14,"110,000","20,000",0,"10,000","140,000",58,23,7.6,10,63.5,Etranges Libellules,Etranges Libellules,E10+
Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0,0.01,0.14,"100,000","20,000",0,"10,000","140,000",78,17,6.3,211,64.1,Blue Castle Games,Blue Castle Games,M
Create,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14,"100,000","30,000",0,"10,000","140,000",60,19,5.8,10,59.3,EA Bright Light,EA Bright Light,E
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0,0.01,0.13,"120,000","10,000",0,"10,000","130,000",50,8,,,50.0,City Interactive,City Interactive,E
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.13,"110,000","20,000",0,"10,000","130,000",72,13,7.8,50,76.8,Larian Studios,Larian Studios,M
Haunted House,Wii,2010,Action,Atari,0.12,0,0,0.01,0.13,"120,000",0,0,"10,000","130,000",41,6,,,41.0,"Atari, Atari SA","Atari, Atari SA",E10+
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,"90,000","30,000",0,"10,000","130,000",42,14,7.3,18,59.4,Deck 13,Deck 13,T
Farming Simulator 2011,PC,2010,Simulation,N/A,0,0.13,0,0,0.13,0,"130,000",0,0,"130,000",,,7,23,70.0,Giants Software,Giants Software,E
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,"40,000","20,000","50,000","10,000","130,000",57,22,5,6,55.5,Premium Agency,Premium Agency,T
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,0.12,0,"100,000",0,"20,000","120,000",84,33,7.7,838,77.3,Avalanche Studios,Avalanche Studios,M
Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,"50,000","10,000","50,000","10,000","120,000",59,9,8,14,71.8,Acquire,Acquire,M
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,"100,000","10,000",0,"10,000","120,000",46,21,6.8,8,52.1,Next Level Games,Next Level Games,T
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,0.12,"110,000",0,0,"10,000","120,000",86,27,7.9,32,82.2,Q-Games,Q-Games,E
Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.12,"110,000","10,000",0,"10,000","120,000",33,5,,,33.0,Tantatus,Tantatus,E10+
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01,0.12,"70,000","40,000",0,"10,000","120,000",33,7,4.3,6,37.6,THQ Australia,THQ Australia,E10+
Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12,"100,000","10,000",0,"10,000","120,000",59,11,,,59.0,"Mindscape Inc., Mindscape","Mindscape Inc., Mindscape",T
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.03,0,0.01,0.12,"70,000","30,000",0,"10,000","120,000",47,14,6.5,6,52.4,Deck 13,Deck 13,T
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12,"80,000","20,000",0,"20,000","120,000",74,33,8.7,25,79.6,SuperVillain Studios,SuperVillain Studios,T
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.01,0.12,"110,000",0,0,"10,000","120,000",36,20,2.1,17,29.1,Seven45 Studios,Seven45 Studios,T
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0,0,0.01,0.12,"110,000",0,0,"10,000","120,000",,,5,4,50.0,Virtuos,Virtuos,E
nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12,"80,000","20,000",0,"20,000","120,000",66,36,6.2,13,64.9,Techland,Techland,E10+
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0,0.01,0.01,0.12,"90,000",0,"10,000","10,000","120,000",68,38,8.7,18,74.1,Hudson Soft,Hudson Soft,E10+
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.12,"100,000","10,000",0,"10,000","120,000",54,5,,,54.0,Tantatus,Tantatus,E10+
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.03,0,0.01,0.12,"80,000","30,000",0,"10,000","120,000",55,4,,,55.0,MumboJumbo,MumboJumbo,T
Lost Horizon,PC,2010,Adventure,Deep Silver,0,0.1,0,0.02,0.11,0,"100,000",0,"20,000","110,000",77,24,7.9,27,78.1,Animation Arts,Animation Arts,T
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.1,0,0,0.01,0.11,"100,000",0,0,"10,000","110,000",74,27,5.8,11,69.4,Infinite Interactive,Infinite Interactive,E10+
MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11,"80,000","20,000",0,"10,000","110,000",62,16,,,62.0,Electronic Arts,Electronic Arts,E10+
Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,0.11,"90,000","10,000",0,"10,000","110,000",40,21,6.5,10,48.1,Sidhe Interactive,Sidhe Interactive,M
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0,0.02,0.11,"80,000","20,000",0,"20,000","110,000",63,16,6.7,15,64.9,Black Rock Studio,Black Rock Studio,E10+
Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0,0.01,0.11,"90,000","10,000",0,"10,000","110,000",75,25,8.3,31,79.4,Renegade Kid,Renegade Kid,M
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,"70,000","10,000","30,000","10,000","110,000",82,14,7.8,18,79.8,Arc System Works,Arc System Works,T
John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0,0.01,0.11,"90,000","10,000",0,"10,000","110,000",58,23,4.1,8,53.6,Gusto Games,Gusto Games,E
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,"70,000","30,000",0,"10,000","110,000",28,6,5.2,6,40.0,THQ,THQ,T
ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0,0,0.01,0.11,"100,000",0,0,"10,000","110,000",47,4,,,47.0,Beyond Reality,Beyond Reality,E
Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11,"100,000",0,0,"10,000","110,000",51,5,9,4,68.3,FUN Labs,FUN Labs,T
Shrek: Forever After,X360,2010,Platform,Activision,0.1,0,0,0.01,0.11,"100,000",0,0,"10,000","110,000",62,22,6.2,9,62.0,Xpec,Xpec,E10+
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0,0.01,0.11,"70,000","20,000",0,"10,000","110,000",71,4,,,71.0,Rebellion,Rebellion,M
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,0,"80,000",0,"20,000","110,000",83,20,5.2,672,52.9,Ubisoft Montreal,Ubisoft Montreal,M
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.11,"100,000",0,0,"10,000","110,000",54,6,7.1,10,64.6,Immersion Software & Graphics,Immersion Software & Graphics,T
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1,"50,000","40,000",0,"10,000","100,000",75,30,7.3,31,74.0,Idea Factory,Idea Factory,T
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",,,6.8,17,68.0,"RED Entertainment, Compile Heart","RED Entertainment, Compile Heart",T
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1,"80,000","20,000",0,"10,000","100,000",37,5,4.1,33,40.5,EA Bright Light,EA Bright Light,T
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1,"70,000","20,000",0,"20,000","100,000",54,15,,,54.0,Virtuos,Virtuos,T
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,"80,000","20,000",0,"10,000","100,000",64,49,7.1,16,65.7,Techland,Techland,E10+
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",39,6,,,39.0,"Majesco Games, Majesco","Majesco Games, Majesco",T
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",55,4,,,55.0,Now Production,Now Production,E
Cabela's North American Adventures,PSP,2010,Sports,Activision,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",,,7.8,5,78.0,FUN Labs,FUN Labs,T
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,"60,000","30,000",0,"10,000","100,000",47,11,,,47.0,Ubisoft,Ubisoft,T
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",56,15,5.5,4,55.8,Behaviour Interactive,Behaviour Interactive,E10+
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1,"80,000","10,000",0,"10,000","100,000",,,9,10,90.0,Big Blue Bubble Inc.,Big Blue Bubble Inc.,E
Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0,0.08,0,0.01,0.1,0,"80,000",0,"10,000","100,000",77,10,,,77.0,Griptonite Games,Griptonite Games,E
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,"40,000","40,000","10,000","10,000","90,000",64,21,5.2,52,55.5,Spellbound,Spellbound,T
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.09,0,0,0.01,0.09,"90,000",0,0,"10,000","90,000",,,3.8,4,38.0,HB Studios Multimedia,HB Studios Multimedia,E
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.07,0,0.01,0.01,0.09,"70,000",0,"10,000","10,000","90,000",64,15,4.4,40,49.5,Nippon Ichi Software,Nippon Ichi Software,T
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.09,"60,000",0,"30,000","10,000","90,000",65,16,7.3,11,68.3,Nippon Ichi Software,Nippon Ichi Software,T
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,"60,000","10,000","10,000","10,000","90,000",44,30,4.6,34,45.1,Hit Maker,Hit Maker,T
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.01,0.09,"60,000","20,000",0,"10,000","90,000",37,39,3.6,31,36.6,Tecmo,Tecmo,M
Deadliest Catch: Sea of Chaos,X360,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.09,"80,000",0,0,"10,000","90,000",36,4,,,36.0,Crave,Crave,E10+
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0,0.02,0.01,0.09,"60,000",0,"20,000","10,000","90,000",75,10,7.7,7,75.8,Sting,Sting,T
Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0,0.01,0.09,"70,000","10,000",0,"10,000","90,000",79,8,5.5,6,68.7,Backbone Entertainment,Backbone Entertainment,E10+
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09,"80,000",0,0,"10,000","90,000",56,7,8.2,5,66.8,G1M2,G1M2,T
Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,0.07,0,0,0.01,0.08,"70,000",0,0,"10,000","80,000",62,19,,,62.0,Konami,Konami,E10+
Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.08,"80,000",0,0,"10,000","80,000",48,8,,,48.0,Crave,Crave,E10+
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0,0.01,0.08,"20,000","50,000",0,"10,000","80,000",82,27,8.1,86,81.2,PopCap,PopCap,E
Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08,"70,000",0,0,"10,000","80,000",61,4,,,61.0,Now Production,Now Production,E
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08,"10,000","50,000",0,"20,000","80,000",,,5.4,14,54.0,The Sims Studio,The Sims Studio,T
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,"60,000","10,000",0,"10,000","80,000",62,9,,,62.0,Krome Studios,Krome Studios,E10+
Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0.01,0.08,"70,000",0,0,"10,000","80,000",69,4,,,69.0,Wicked Studios,Wicked Studios,E10+
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.07,"60,000","10,000",0,"10,000","70,000",60,13,8,5,65.6,Krome Studios,Krome Studios,E10+
Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0.01,0.07,"70,000",0,0,"10,000","70,000",47,11,7,5,54.2,Sidhe Interactive,Sidhe Interactive,M
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,"20,000","40,000",0,"10,000","70,000",61,9,6.2,12,61.6,ValuSoft,ValuSoft,T
Beat City,DS,2010,Misc,THQ,0.06,0,0,0,0.07,"60,000",0,0,0,"70,000",70,7,,,70.0,Universomo,Universomo,E
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07,0,"50,000",0,"20,000","70,000",,,7.4,23,74.0,Sanzaru Games,Sanzaru Games,E
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,"60,000",0,0,0,"70,000",57,11,6,25,59.1,Propaganda Games,Propaganda Games,T
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0,0,0.06,"50,000","10,000",0,0,"60,000",53,13,,,53.0,City Interactive,City Interactive,T
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,"40,000","20,000",0,"10,000","60,000",45,38,6.9,11,50.4,High Voltage Software,High Voltage Software,T
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,0.06,"50,000","10,000",0,0,"60,000",70,10,,,70.0,n-Space,n-Space,T
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,"10,000","40,000",0,"10,000","60,000",81,24,7.4,177,74.8,Bizarre Creations,Bizarre Creations,E10+
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,"40,000","10,000",0,"10,000","60,000",54,7,6.8,9,61.9,EA Bright Light,EA Bright Light,E
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,"30,000","20,000",0,"10,000","60,000",,,7.9,9,79.0,Sony Bend,Sony Bend,T
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,"50,000",0,0,0,"60,000",60,8,,,60.0,Hudson Entertainment,Hudson Entertainment,E
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,"40,000","20,000",0,0,"60,000",74,30,7.2,12,73.4,Prope,Prope,E
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.03,0,0.03,0.01,0.06,"30,000",0,"30,000","10,000","60,000",,,6.5,10,65.0,Design Factory,Design Factory,M
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,0,"50,000",0,"10,000","50,000",84,15,6.6,99,68.4,Codemasters Birmingham,Codemasters Birmingham,E
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,"50,000",0,0,0,"50,000",63,13,5.1,48,53.6,Double Helix Games,Double Helix Games,T
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,"50,000",0,0,0,"50,000",49,11,6.3,12,56.3,Immersion Software & Graphics,Immersion Software & Graphics,T
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,0,"40,000",0,"10,000","50,000",66,12,3.8,47,43.7,Ubisoft,Ubisoft,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,"50,000",0,0,0,"50,000",50,6,6.5,4,56.0,Point of View,Point of View,T
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,"50,000",0,0,0,"50,000",33,4,6.6,15,59.1,"Buka Entertainment, Targem Games","Buka Entertainment, Targem Games",M
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,"40,000",0,0,0,"50,000",69,20,6.3,4,68.0,Prope,Prope,E
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,0,"40,000",0,"10,000","50,000",76,36,7.7,326,76.9,Raven Software,Raven Software,M
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.01,0.05,"40,000",0,0,"10,000","50,000",45,7,,,45.0,Epicenter Studios,Epicenter Studios,T
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,0,"40,000",0,"10,000","50,000",79,28,6.8,185,69.4,Team 17,Team 17,E10+
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,0,"40,000",0,"10,000","50,000",49,5,6.2,27,60.0,VSTEP,VSTEP,E
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,"40,000",0,0,0,"50,000",48,7,4.8,4,48.0,Epicenter Studios,Epicenter Studios,T
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,"40,000",0,0,0,"40,000",38,8,1.7,10,26.3,Panic Button,Panic Button,T
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,0,"40,000",0,"10,000","40,000",79,18,8.2,116,81.6,Black Rock Studio,Black Rock Studio,E10+
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,"40,000",0,0,0,"40,000",70,10,8.6,7,76.6,Snap Dragon Games,Snap Dragon Games,E10+
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,"30,000",0,0,0,"40,000",66,18,6.4,34,64.7,Gaming Minds Studios,Gaming Minds Studios,E
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,0,"30,000",0,"10,000","40,000",47,5,5.5,6,51.4,Telltale Games,Telltale Games,M
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.01,0.04,0,"30,000",0,"10,000","40,000",,,7.9,19,79.0,Ironclad Games,Ironclad Games,T
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04,"30,000",0,0,0,"40,000",46,5,,,46.0,Super X Studios,Super X Studios,E10+
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,0,"30,000",0,"10,000","30,000",72,25,7.5,511,74.9,Obsidian Entertainment,Obsidian Entertainment,M
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0,0.03,0,"30,000",0,0,"30,000",64,7,7.5,18,71.9,Gaijin Entertainment,Gaijin Entertainment,T
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03,0,"30,000",0,0,"30,000",75,16,6.6,218,66.6,Ubisoft Montreal,Ubisoft Montreal,T
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03,"30,000",0,0,0,"30,000",60,5,7.2,5,66.0,Opus Studio,Opus Studio,T
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0,0.03,0,0.01,0.03,0,"30,000",0,"10,000","30,000",,,7.3,6,73.0,Ubisoft Montreal,Ubisoft Montreal,T
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0,0.02,0,0.03,"10,000",0,"20,000",0,"30,000",,,4.6,9,46.0,"PM Studios Inc., Pentavision Entertainment","PM Studios Inc., Pentavision Entertainment",E10+
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,0.03,"30,000",0,0,0,"30,000",59,14,5.8,162,58.1,LucasArts,LucasArts,T
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,0,"20,000",0,0,"30,000",68,16,5.2,19,59.3,Nitro Games,Nitro Games,T
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0,0,0.03,"20,000","10,000",0,0,"30,000",79,15,7.9,55,79.0,Traveller's Tales,Traveller's Tales,E10+
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,"20,000",0,0,0,"30,000",41,7,,,41.0,Nordcurrent,Nordcurrent,E10+
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03,0,"20,000",0,0,"30,000",83,14,8.4,52,83.8,Funcom,Funcom,M
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,0,"20,000",0,"10,000","30,000",72,4,8.3,15,80.7,Larian Studios,Larian Studios,M
Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0,0.03,0,"20,000",0,0,"30,000",63,15,6.3,87,63.0,Capcom,Capcom,T
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",70,17,5.7,39,60.9,Monte Cristo Multimedia,Monte Cristo Multimedia,E
Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",66,34,6.2,694,62.2,Cryptic Studios,Cryptic Studios,T
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,"20,000",0,0,0,"20,000",63,4,,,63.0,"United Coders, Wizardry Engineering","United Coders, Wizardry Engineering",E10+
Darksiders,PS3,2010,Action,THQ,0.01,0,0,0,0.02,"10,000",0,0,0,"20,000",82,73,7.9,319,79.6,Vigil Games,Vigil Games,M
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,"20,000",0,0,0,"20,000",63,17,7.1,72,69.5,Bizarre Creations,Bizarre Creations,T
